CAT,STRT,COMP,SALE,DIV,METRO,SLPR,CONPR,LOTV,CLOS,FINC,AREA,FNBS,FNSQ,DET,CON,MFGS,BEDR,FULB,HAFB,STOR,FPLS,GAR,BASE,WALS,WAL1,WAL2,DECK,PATI,PRCH,FUEL,HEAT,ACS,SQFS,WEIGHT,AREA_F,FNSQ_F,SLPR_F,CONPR_F,LOTV_F,SQFS_F,AUTH
1,199905,200001,199904,1,1,249900,0,80000,2,01,52272,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,04,03,1,2400,53,0,0,0,0,0,0,199904
1,199810,199904,199904,1,1,139900,0,30000,2,04,9000,1,596,1,2,1,3,2,0,1,0,4,01,2,05,10,1,2,2,01,04,2,1192,39,0,1,0,0,0,0,199810
1,0,0,200003,1,1,438600,0,0,2,01,0,2,0,1,2,3,3,2,1,2,1,2,01,2,01,10,0,0,1,02,02,1,3170,57,0,0,0,0,0,0,199910
1,199903,199906,199903,1,1,271900,0,90000,2,01,40075,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,2,2,1,02,02,2,2376,58,0,0,0,0,0,0,199903
1,199907,199910,199907,1,1,320000,0,90000,2,01,40075,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,2,02,02,1,2600,40,0,0,0,0,0,0,199907
1,199911,0,199907,1,1,0,0,0,0,00,40247,2,0,1,2,3,4,3,1,2,1,3,01,1,05,02,2,2,2,04,03,1,3800,30,0,0,0,0,0,0,199911
1,199901,199905,199812,1,1,163000,0,63700,2,01,87120,2,0,1,2,3,3,1,0,1,1,1,01,2,05,10,2,2,2,04,03,2,1120,31,1,0,0,0,1,0,199812
1,200001,0,199911,1,1,290000,0,110000,2,01,69696,2,0,1,2,3,3,2,1,2,1,2,01,1,05,02,1,2,2,02,02,1,2808,35,0,0,0,0,0,0,199911
1,199903,199907,199812,1,1,219900,0,65000,2,01,33604,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,1,02,02,1,2200,72,0,0,0,0,0,0,199903
1,200004,0,0,1,1,0,0,0,0,00,0,0,0,1,0,0,0,9,9,0,9,0,00,0,00,00,0,0,0,00,00,0,0,18,0,0,0,0,0,0,199911
1,199909,200004,199909,1,1,635000,0,0,2,04,17541,2,0,1,2,3,3,3,1,2,2,2,01,2,01,10,1,1,2,02,02,1,3888,61,0,0,1,0,0,0,199909
1,199905,199912,199912,1,1,0,0,0,0,01,40000,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,1,04,03,1,3240,27,0,0,0,0,0,0,199905
1,199902,199904,199905,1,1,376000,0,135000,2,01,58532,2,0,1,2,3,4,2,1,2,1,3,01,2,05,10,1,2,2,04,02,2,2500,19,0,0,0,0,0,0,199902
1,199810,199903,199901,1,1,0,0,0,0,01,8000,0,0,2,2,3,2,1,1,2,0,4,03,2,05,10,2,2,2,02,02,2,1100,39,0,0,0,0,0,0,199809
1,199910,0,200002,1,1,260000,0,101600,1,01,6800,2,0,1,2,3,3,2,1,2,0,1,01,2,05,10,1,2,2,02,03,2,2160,19,0,0,0,0,1,0,199908
1,199912,0,199911,1,1,635000,0,0,2,01,25275,1,0,1,2,3,4,3,1,2,2,3,01,2,01,10,1,1,2,02,02,1,6227,47,0,0,1,0,0,1,199911
1,199905,199910,199907,1,1,300000,0,85000,2,01,21780,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,04,03,1,2436,27,0,0,0,0,0,0,199905
1,199910,200003,199912,1,1,250900,0,55000,2,01,34138,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,1,02,02,1,2300,72,0,0,0,0,0,0,199903
1,199903,0,199908,1,1,489700,0,0,2,01,0,2,0,2,2,3,3,2,1,2,1,2,01,2,01,10,1,2,1,02,02,1,2768,48,0,0,0,0,0,0,199903
1,199812,199904,199811,1,1,265300,0,80000,2,01,18500,2,0,1,2,3,4,2,1,2,1,2,01,2,01,10,1,2,2,02,03,2,2096,31,0,0,0,0,0,0,199812
1,199905,199909,199905,1,1,164900,0,40000,2,01,11094,0,0,1,2,3,3,2,1,2,1,1,03,2,05,10,2,2,2,02,02,1,1680,54,0,0,0,0,0,0,199905
1,199812,199911,199909,1,1,147500,0,57600,2,01,87120,1,500,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,2,04,02,2,1728,39,0,0,0,0,1,0,199811
1,199807,199905,199904,1,1,379000,0,125000,2,01,65340,2,0,1,2,3,4,2,1,2,1,2,01,2,01,10,1,2,2,04,02,1,3462,31,0,0,0,0,0,0,199807
1,199908,199912,199908,1,1,467500,0,120000,2,01,10468,2,0,1,2,3,4,2,1,2,1,2,01,2,01,10,1,2,2,02,02,1,3024,20,0,0,0,0,0,0,199907
1,199812,199904,199812,1,1,398000,0,155500,2,01,57063,1,1000,1,2,3,4,3,1,2,2,2,01,2,05,10,1,2,1,04,03,1,4700,26,0,0,0,0,1,0,199812
1,199903,200002,199903,1,1,635000,0,0,2,04,57000,2,0,1,2,3,4,2,1,2,2,2,01,1,01,02,2,2,2,04,03,1,4039,18,0,0,1,0,0,0,199903
1,199805,199905,199904,1,1,635000,0,0,2,01,87120,2,0,1,2,3,4,3,1,2,1,3,01,1,02,05,1,2,2,04,03,1,4844,21,1,0,1,0,0,0,199805
1,199811,199905,199902,1,1,330000,0,95000,2,01,25000,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,02,02,1,2300,39,0,0,0,0,0,0,199810
1,199808,199902,199805,1,1,368500,0,0,2,01,0,1,800,2,2,3,3,3,0,1,1,2,01,2,01,10,1,2,1,02,02,1,2700,52,0,0,0,0,0,0,199808
1,199809,200002,199908,1,1,450000,0,100000,2,00,54450,2,0,1,2,3,4,2,1,2,1,2,01,2,01,10,1,1,2,04,02,2,3240,39,0,0,0,0,0,0,199808
1,199909,200001,199908,1,1,186000,0,65000,2,01,78408,1,460,1,2,3,3,2,0,2,1,2,01,2,05,10,1,2,2,04,03,2,2009,76,0,0,0,0,0,0,199908
1,199909,0,199909,1,1,635000,0,0,2,04,13237,1,1000,1,2,3,3,3,1,2,2,2,01,2,01,10,1,1,2,02,03,1,3888,61,0,0,1,0,0,0,199909
1,199909,199911,199910,1,1,0,0,0,0,00,40511,2,0,1,2,3,3,2,1,2,0,2,01,2,05,10,1,2,2,02,03,0,2592,46,0,0,0,0,0,0,199909
1,199909,0,199909,1,1,0,0,0,0,00,62210,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,04,02,1,3335,21,0,0,0,0,0,0,199909
1,199903,199908,199901,1,1,253000,0,85000,2,01,22481,2,0,1,2,3,4,2,1,2,1,2,01,2,01,10,1,2,2,02,03,2,2184,30,0,0,0,0,0,0,199902
1,199807,199904,199812,1,1,0,0,0,0,01,8712,2,0,2,1,3,2,2,1,2,1,2,01,2,01,10,1,2,2,04,02,1,1944,21,0,0,0,0,0,0,199805
1,200003,0,199910,1,1,190000,0,0,2,01,4356,1,423,2,1,3,3,2,1,2,1,2,01,2,05,10,1,2,1,02,02,1,2394,87,0,0,0,0,0,0,200003
1,199904,199910,199903,1,1,235000,0,91800,2,01,30062,2,0,1,2,3,4,1,1,2,1,4,01,2,01,10,1,2,2,04,02,2,1872,38,0,0,0,0,1,0,199902
1,200003,0,199908,1,1,104900,0,32000,2,01,14500,2,0,2,1,3,2,1,0,1,0,1,01,2,05,10,2,1,2,02,02,1,1150,61,0,0,0,0,0,0,200001
1,199901,199911,199911,1,1,295000,0,115200,2,01,87120,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,02,03,1,2052,19,1,0,0,0,1,0,199812
1,199909,199912,199908,1,1,0,0,0,0,01,21780,2,0,1,2,3,3,2,1,2,1,2,01,2,01,10,2,2,2,04,02,1,2484,38,0,0,0,0,0,0,199908
1,199607,199703,0,1,1,0,0,0,0,00,14667,2,0,1,0,3,4,2,1,2,1,3,01,2,05,10,1,2,2,02,02,2,2808,21,0,0,0,0,0,0,199512
1,199908,200002,199909,1,1,240000,0,90000,2,01,10000,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,2,2,1,04,03,2,2330,51,0,0,0,0,0,0,199908
1,199811,199908,199905,1,1,219900,0,25000,1,01,10164,2,0,1,2,3,3,1,1,1,1,4,01,2,01,10,1,2,2,02,02,2,1152,19,0,0,0,0,0,0,199808
1,199903,199907,199903,1,1,340000,0,110000,2,01,25001,2,0,1,2,3,4,2,1,2,1,2,01,1,05,02,1,2,2,02,02,1,2700,36,0,0,0,0,0,0,199903
1,199911,0,199909,1,1,408700,0,90000,2,01,21780,2,0,1,2,3,4,1,1,2,1,2,01,2,05,10,1,2,1,02,02,1,2949,21,0,0,0,0,0,0,199910
1,199807,0,199811,1,1,175000,0,35000,2,02,5000,2,0,1,2,3,4,2,0,2,0,4,01,2,05,10,2,2,2,02,03,2,1728,28,0,0,0,0,0,0,199806
1,199901,199906,199901,1,1,325000,0,110000,1,01,48052,2,0,1,2,3,4,2,1,2,1,2,01,1,05,02,1,2,2,02,02,1,2808,41,0,0,0,0,0,0,199901
1,199712,0,200003,1,1,635000,0,0,2,01,80000,1,1000,1,2,3,4,3,2,2,2,3,01,1,01,07,1,2,2,04,02,1,4500,21,0,0,1,0,0,0,199711
1,199811,199904,199902,1,1,94900,0,32000,2,01,14500,2,0,1,1,3,2,1,0,1,0,1,01,2,05,10,2,1,2,02,02,1,1087,104,0,0,0,0,0,0,199811
1,199903,199908,199903,1,1,263900,0,90000,2,01,40075,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,02,02,0,2592,58,0,0,0,0,0,0,199903
1,199908,200002,200002,1,1,280000,0,50000,2,01,30450,2,0,1,2,3,3,4,0,2,0,1,01,2,01,10,1,2,2,02,02,2,1120,38,0,0,0,0,0,0,199908
1,199810,199911,199902,1,1,174900,0,60000,2,01,25265,2,0,1,2,3,2,2,0,1,1,2,01,1,05,02,1,2,2,02,02,1,1633,39,0,0,0,0,0,0,199810
1,199910,0,199909,1,1,365000,0,100000,2,01,76230,2,0,1,2,3,4,2,1,2,1,3,01,2,05,10,2,2,2,02,02,1,3240,30,0,0,0,0,0,0,199909
1,199912,200002,200002,1,1,278000,0,90000,2,01,47644,2,0,1,2,3,4,2,1,2,0,2,01,2,01,10,1,2,2,02,02,2,1976,35,0,0,0,0,0,0,199911
1,199905,0,0,1,1,0,0,0,0,00,43560,2,0,1,0,3,4,3,2,2,2,3,01,2,01,10,2,1,1,02,02,1,4200,20,0,0,0,0,0,0,199904
1,199910,200003,199910,1,1,220000,0,85900,2,01,87120,2,0,1,2,3,3,2,0,2,0,4,01,2,05,10,1,2,2,04,03,2,1300,43,1,0,0,0,1,0,199910
1,199909,200002,199908,1,1,487700,0,135000,2,01,32670,2,0,1,2,3,5,3,1,2,1,3,01,2,05,10,1,2,1,04,02,1,3600,30,0,0,0,0,0,0,199909
1,199912,0,199912,1,1,415000,0,110000,2,01,43560,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,02,02,1,3024,22,0,0,0,0,0,0,199912
1,199903,199908,199902,1,1,269000,0,70000,2,01,8343,1,300,1,2,3,4,2,1,2,1,2,01,2,05,10,2,2,2,02,02,1,1960,19,0,0,0,0,0,0,199902
1,199907,199911,199911,1,1,99900,0,32000,2,01,14500,2,0,2,1,3,2,1,0,1,0,1,01,2,05,10,2,1,2,02,02,1,1150,53,0,0,0,0,0,0,199907
1,199908,0,199909,1,1,220000,0,75000,2,01,24455,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,2,02,03,1,3240,40,0,0,0,0,0,0,199907
1,199904,200003,200002,1,1,249000,0,55000,2,01,34043,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,2,02,02,1,2332,53,0,0,0,0,0,0,199904
1,199906,199909,199909,1,1,440000,0,125000,2,01,43560,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,04,03,1,3024,18,0,0,0,0,0,0,199906
1,199901,199905,199811,1,1,308000,0,75000,2,01,87120,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,02,02,1,2900,26,1,0,0,0,0,0,199812
1,199908,200002,200001,1,1,250000,0,80000,2,01,15246,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,04,03,1,2128,76,0,0,0,0,0,0,199908
1,200002,0,199912,1,1,201900,0,69000,2,01,14375,2,0,1,1,3,2,2,1,2,1,2,01,2,05,10,1,2,1,04,02,1,1700,23,0,0,0,0,0,0,200002
1,199912,0,199911,1,1,429000,0,100000,2,01,0,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,00,00,0,2652,22,0,0,0,0,0,0,199912
1,199909,0,199912,1,1,230000,0,40000,2,01,58000,2,0,1,2,3,4,2,1,2,0,2,01,2,01,10,1,2,2,02,02,2,2500,19,0,0,0,0,0,0,199908
1,199810,199903,199902,1,1,0,0,0,0,00,8834,2,0,1,2,3,3,1,0,1,1,4,01,2,05,10,1,2,2,02,02,2,1144,19,0,0,0,0,0,0,199810
1,199910,0,199912,1,1,291000,0,0,0,00,21780,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,1,02,02,1,2644,23,0,0,0,0,0,0,199909
1,0,0,0,1,1,0,0,0,0,00,0,0,0,2,0,0,0,9,9,0,9,0,00,0,00,00,0,0,0,00,00,0,1352,22,0,0,0,0,0,0,199912
1,199901,199902,199812,1,1,140000,0,0,2,01,10000,2,0,1,2,1,3,2,0,1,0,4,01,2,05,10,1,2,2,02,02,1,1248,21,0,0,0,0,0,0,199901
1,199811,199902,199808,1,1,160000,0,60000,2,01,20000,2,0,1,2,3,3,2,0,1,1,2,01,2,05,10,2,2,2,04,02,1,1150,19,0,0,0,0,0,0,199810
1,199908,199912,199906,1,1,203400,0,79500,2,01,87120,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,1,04,02,1,2712,38,1,0,0,0,1,0,199908
1,200001,200004,200004,1,1,270000,0,90000,2,01,12500,2,0,1,2,3,3,2,0,2,0,1,01,2,04,10,1,2,2,02,03,1,2100,18,0,0,0,0,0,0,199911
1,199912,0,199911,1,1,335000,0,85000,1,01,40000,2,0,1,2,3,4,2,1,2,1,2,01,2,01,10,1,2,1,04,03,2,3132,35,0,0,0,0,0,0,199912
1,199904,199908,199902,1,1,260000,0,85000,2,01,32720,2,0,1,2,3,3,2,1,2,0,2,01,2,05,10,1,2,2,04,03,2,2048,40,0,0,0,0,0,0,199904
1,199909,200004,200001,1,1,283000,0,70000,2,01,12000,2,0,1,2,3,4,2,1,1,0,1,01,1,05,01,1,2,1,02,03,2,3000,19,0,0,0,0,0,0,199908
1,199911,200001,199909,1,1,365000,0,120000,2,01,30000,2,0,1,2,3,4,2,1,2,0,2,01,2,01,10,1,2,2,02,03,1,3200,43,0,0,0,0,0,0,199910
1,199911,0,0,1,1,0,0,0,0,00,25311,2,0,1,0,3,4,2,1,2,0,1,01,2,01,10,1,2,2,03,02,2,1700,18,0,0,0,0,0,0,199911
1,199811,199904,199903,1,1,235000,0,80000,1,01,28749,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,04,02,2,2162,39,0,0,0,0,0,0,199810
1,199812,199909,199812,1,1,269000,0,60000,2,01,7839,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,2,2,1,04,03,2,1502,26,0,0,0,0,0,0,199812
1,199912,0,0,1,1,0,0,0,0,00,5000,2,0,1,0,3,3,1,1,2,0,1,01,0,05,00,1,2,1,00,00,0,1387,22,0,0,0,0,0,0,199912
1,199909,200002,199909,1,1,240000,0,90000,2,01,43560,1,464,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,1,04,03,2,2186,73,0,0,0,0,0,0,199909
1,199910,0,199909,1,1,179000,0,0,2,01,4356,1,400,2,1,3,3,2,1,2,1,2,01,2,05,10,1,2,2,02,02,1,2160,43,0,0,0,0,0,0,199910
1,199906,199910,199902,1,1,248000,0,55000,2,01,44866,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,1,02,02,1,2168,36,0,0,0,0,0,0,199906
1,199901,199906,199905,1,1,170000,0,50000,2,01,10600,1,700,1,2,3,3,2,1,2,0,2,01,2,05,10,1,2,2,04,03,2,2268,41,0,0,0,0,0,0,199901
1,199901,199908,199812,1,1,275000,0,80000,2,01,21780,2,0,1,2,3,3,2,1,1,1,2,01,2,01,10,2,2,1,02,03,1,1920,31,0,0,0,0,0,0,199812
1,199912,0,199912,1,1,635000,0,0,2,01,87120,2,0,1,2,3,5,4,2,2,2,3,01,2,01,10,1,1,1,04,02,1,6227,44,0,0,1,0,0,1,199912
1,199812,199905,199812,1,1,230000,0,80000,2,01,80000,2,0,1,2,3,3,2,1,2,1,2,01,1,05,07,1,2,2,04,02,2,2000,39,0,0,0,0,0,0,199812
1,199903,199909,199909,1,1,131500,0,40000,2,01,87120,2,0,1,2,3,3,2,1,2,0,2,01,2,05,10,2,2,2,04,03,2,1352,41,1,0,0,0,0,0,199901
1,199804,199902,199803,1,1,0,0,0,0,00,54256,2,0,1,2,3,4,2,1,2,1,2,01,2,01,10,1,2,2,04,02,2,2080,42,0,0,0,0,0,0,199802
1,199904,199907,199907,1,1,119900,0,30000,2,01,5000,2,0,1,2,3,3,2,0,2,0,4,01,2,05,10,2,2,2,04,03,2,1566,53,0,0,0,0,0,0,199904
1,199812,199907,199905,1,1,202900,0,40000,2,01,4356,2,0,2,1,3,2,2,1,2,1,1,01,2,05,10,1,2,2,02,02,1,1447,62,0,0,0,0,0,0,199812
1,0,0,0,1,1,0,0,0,0,00,0,0,0,1,0,0,0,9,9,0,9,1,00,0,00,00,0,0,0,00,00,0,0,20,0,0,0,0,0,0,199904
1,199711,199808,199904,1,1,538000,0,125000,1,01,54885,2,0,1,2,3,4,4,0,2,1,3,01,2,01,10,1,2,2,04,03,1,3564,21,0,0,0,0,0,0,199711
1,199901,199909,0,1,1,0,0,0,0,00,58900,2,0,1,0,2,4,2,1,2,1,3,01,1,05,02,1,2,2,04,02,1,3572,21,0,0,0,0,0,0,199901
1,199908,0,199909,1,1,310000,0,80000,2,01,24455,2,0,1,2,3,4,2,1,2,1,2,01,2,01,10,1,2,2,02,03,1,3348,40,0,0,0,0,0,0,199907
1,199911,0,199906,1,1,319300,0,120000,2,01,43560,2,0,1,2,3,4,2,1,2,1,3,01,2,05,10,1,2,2,02,02,1,3456,23,0,0,0,0,0,0,199909
1,199809,199905,199811,1,1,270000,0,40000,2,01,8010,2,0,1,1,3,3,2,1,2,1,2,01,2,05,10,1,2,2,02,02,1,2022,52,0,0,0,0,0,0,199809
1,199811,199905,199807,1,1,496000,0,0,2,01,0,2,0,1,2,3,3,2,1,2,1,2,01,2,01,10,1,1,1,02,02,1,3500,39,0,0,0,0,0,0,199809
1,199903,199905,199903,1,1,92000,0,0,2,01,0,2,0,2,1,3,2,1,1,2,0,4,01,2,05,10,1,2,2,02,02,1,1152,30,0,0,0,0,0,0,199902
1,199912,0,0,1,1,0,0,0,0,00,10890,2,0,1,0,3,2,2,0,2,1,1,01,1,05,09,1,2,2,02,02,1,2300,35,0,0,0,0,0,0,199911
1,199802,199907,0,1,1,0,0,0,0,00,8283,1,1000,2,0,3,3,4,1,2,1,2,01,2,01,10,1,1,2,02,02,1,2700,42,0,0,0,0,0,0,199712
1,199906,199909,199903,1,1,281400,0,75000,2,01,22247,2,0,1,2,3,4,2,1,2,1,1,01,2,01,10,1,2,2,02,02,2,1600,72,0,0,0,0,0,0,199906
1,199901,199903,199905,1,1,384000,0,100000,2,01,47480,2,0,1,2,3,3,2,1,2,1,2,01,2,01,10,1,2,2,04,02,1,2592,19,0,0,0,0,0,0,199810
1,199903,200003,200003,1,1,423000,0,110000,2,01,56543,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,1,04,02,1,3456,20,0,0,0,0,0,0,199903
1,199911,0,200003,1,1,367000,0,125000,2,01,14781,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,1,04,02,1,2500,35,0,0,0,0,0,0,199911
1,199912,0,199911,1,1,210400,0,55000,2,01,34061,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,1,02,02,1,1850,56,0,0,0,0,0,0,199911
1,199910,200004,199908,1,1,320000,0,110000,2,01,39204,2,0,1,2,3,4,2,1,2,1,2,01,1,05,02,1,2,2,02,02,1,3240,23,0,0,0,0,0,0,199909
1,199910,0,0,1,1,0,0,0,0,00,5600,2,0,1,0,3,3,2,1,2,1,1,01,2,02,10,2,1,2,02,02,1,1632,21,0,0,0,0,0,0,199910
1,199811,199903,199810,1,1,0,0,0,0,01,47480,2,0,1,2,3,4,2,1,2,0,2,01,2,01,10,1,2,2,03,02,1,2460,52,0,0,0,0,0,0,199810
1,199907,200001,199911,1,1,529000,0,130000,2,01,43560,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,1,04,03,1,4212,18,0,0,0,0,0,0,199906
1,199812,199908,199812,1,1,299800,0,100000,2,01,15878,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,2,2,1,02,02,1,3084,78,0,0,0,0,0,0,199812
1,199907,199910,199906,1,1,200900,0,0,2,04,0,2,0,1,2,3,2,2,0,1,0,2,01,2,01,10,1,2,1,02,03,1,1674,48,0,0,0,0,0,0,199906
1,199909,0,200003,1,1,559000,0,170000,2,01,87120,1,600,1,2,3,4,3,1,2,1,3,01,2,01,10,1,2,2,04,02,1,4320,23,1,0,0,0,0,0,199909
1,199901,199907,199905,1,1,0,0,0,0,00,40000,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,1,02,02,0,2400,39,0,0,0,0,0,0,199812
1,199903,199907,199812,1,1,250000,0,55000,2,01,10890,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,2,2,1,02,02,1,2376,24,0,0,0,0,0,0,199903
1,199910,200001,200002,1,1,0,0,0,0,00,21780,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,1,04,02,2,2281,43,0,0,0,0,0,0,199910
1,199909,0,199908,1,1,350000,0,100000,2,01,39592,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,2,2,2,02,02,1,3240,23,0,0,0,0,0,0,199909
1,199810,199902,199810,1,1,155400,0,45000,2,02,33022,2,0,1,2,3,3,2,1,2,0,2,01,2,05,10,2,2,2,02,03,2,1988,39,0,0,0,0,0,0,199810
1,199809,199905,199903,1,1,243000,0,65000,2,01,33450,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,1,02,02,1,2231,78,0,0,0,0,0,0,199809
1,199807,199901,199807,1,1,237000,0,70000,2,01,62726,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,1,04,02,1,2400,62,0,0,0,0,0,0,199807
1,199912,0,199911,1,1,380500,0,85000,2,01,37029,2,0,1,2,3,5,3,1,2,1,2,01,2,01,10,1,2,1,04,02,1,2900,18,0,0,0,0,0,0,199911
1,199810,199901,199807,1,1,340000,0,100000,2,01,25001,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,02,02,1,2800,104,0,0,0,0,0,0,199809
1,200002,0,0,1,1,0,0,0,0,00,10373,2,0,1,0,3,3,1,1,2,0,2,01,2,05,10,1,2,1,04,03,2,1600,35,0,0,0,0,0,0,199912
1,199911,0,199911,1,1,635000,0,0,2,01,20004,1,700,1,2,3,5,4,2,2,1,3,01,2,01,10,1,1,2,02,02,1,6000,47,0,0,1,0,0,0,199911
1,199910,199912,199906,1,1,219000,0,85500,2,01,48000,2,0,1,2,3,3,1,1,2,1,2,01,2,01,10,1,2,2,04,03,2,1630,23,0,0,0,0,1,0,199909
1,199912,0,199910,1,1,375000,0,146500,2,01,87120,1,700,1,2,3,4,4,1,2,1,2,01,2,01,10,1,2,1,04,03,1,3144,35,1,0,0,0,1,0,199912
1,199907,199911,199905,1,1,260000,0,80000,2,01,14520,2,0,1,2,3,4,2,1,2,1,2,01,2,01,10,1,1,1,04,03,1,2349,72,0,0,0,0,0,0,199906
1,199906,200001,199905,1,1,338000,0,0,2,01,0,2,0,2,2,3,3,2,1,2,1,2,01,2,01,10,1,2,1,02,02,1,2737,72,0,0,0,0,0,0,199906
1,199910,200002,200001,1,1,235000,0,45000,2,01,21780,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,1,04,03,2,2128,43,0,0,0,0,0,0,199910
1,199809,199904,199811,1,1,315000,0,0,2,00,43560,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,04,02,2,2700,19,0,0,0,0,0,0,199809
1,199906,199910,199905,1,1,190000,0,55000,2,01,37833,2,0,1,2,3,3,2,1,2,1,3,01,2,05,10,1,1,2,04,03,2,1869,36,0,0,0,0,0,0,199906
1,199908,199912,199912,1,1,234000,0,0,1,01,3200,2,0,1,2,3,3,2,0,2,1,2,01,2,05,10,2,2,2,03,02,2,2500,38,0,0,0,0,0,0,199908
1,199904,199910,199909,1,1,207900,0,30000,1,01,4356,2,0,2,1,3,2,2,1,2,1,1,01,2,05,10,1,2,2,02,02,1,1598,62,0,0,0,0,0,0,199812
1,199903,199908,199903,1,1,490000,0,150000,2,01,24499,2,0,1,2,3,4,2,1,2,1,2,01,1,01,02,1,2,2,04,03,1,3007,18,0,0,0,0,0,0,199903
1,199906,199912,199912,1,1,200500,0,69000,2,01,14375,2,0,1,1,3,2,2,1,2,1,2,01,2,05,10,1,2,2,04,02,1,1600,30,0,0,0,0,0,0,199906
1,199905,199909,199908,1,1,130000,0,20000,2,01,25000,2,0,1,2,3,3,1,0,1,0,4,01,2,01,10,2,2,2,02,02,2,1044,18,0,0,0,0,0,0,199903
1,199911,0,200002,1,1,139000,0,30000,2,01,10000,2,0,1,2,3,3,2,0,2,0,2,01,2,05,10,1,2,2,02,03,2,1300,56,0,0,0,0,0,0,199911
1,199903,199906,199902,1,1,245000,0,65000,2,04,58446,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,1,02,02,1,2144,72,0,0,0,0,0,0,199903
1,199808,199905,199810,1,1,296000,0,0,2,01,0,2,0,2,2,3,3,2,1,2,1,2,01,2,01,10,2,1,1,02,02,1,2000,52,0,0,0,0,0,0,199808
1,199904,199910,199907,1,1,164000,0,35000,2,01,10000,2,0,1,2,3,3,1,0,1,0,4,01,2,05,10,1,2,2,02,03,2,1056,19,0,0,0,0,0,0,199902
1,199901,199905,199811,1,1,194000,0,65000,2,01,33375,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,1,02,02,1,1800,41,0,0,0,0,0,0,199901
1,199809,199901,199806,1,1,251000,0,98000,2,01,9000,2,0,1,2,3,3,2,1,2,0,4,01,2,05,10,1,2,2,04,03,2,2072,21,0,0,0,0,1,0,199806
1,199812,199908,199811,1,1,220000,0,70000,2,01,25000,2,0,1,2,3,3,2,1,2,1,2,01,2,01,10,1,2,1,04,03,1,2000,52,0,0,0,0,0,0,199812
1,199812,199907,199907,1,1,550000,0,160000,2,01,24829,2,0,1,2,3,4,3,2,2,2,3,01,2,01,10,1,2,2,04,02,1,4048,19,0,0,0,0,0,0,199812
1,199906,200001,200002,1,1,384000,0,150000,2,01,37000,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,04,03,1,2832,24,0,0,0,0,0,0,199906
1,199906,199911,199903,1,1,190000,0,55000,2,04,37869,2,0,1,2,3,3,2,0,1,0,2,01,2,05,10,1,2,1,02,02,1,1550,36,0,0,0,0,0,0,199906
1,199810,199904,199811,1,1,230000,0,60000,2,01,30095,2,0,1,2,3,4,2,1,2,1,2,01,2,05,10,1,2,2,02,02,1,1980,39,0,0,0,0,0,0,199810
