CAT,STRT,COMP,SALE,DIV,METRO,SLPR,CONPR,LOTV,CLOS,FINC,AREA,FNBS,FNSQ,DET,CON,MFGS,BEDR,FULB,HAFB,STOR,FPLS,GAR,BASE,WALS,WAL1,WAL2,DECK,PATI,PRCH,FUEL,HEAT,ACS,SQFS,WEIGHT,AREA_F,FNSQ_F,SLPR_F,CONPR_F,LOTV_F,SQFS_F,AUTH
1,200002,0,0,6,1,0,0,0,0,00,3000,0,0,2,0,3,3,2,0,2,0,2,03,1,05,04,2,1,1,01,01,1,2138,66,0,0,0,0,0,0,199912
1,199901,199904,199812,6,1,149000,0,28900,1,01,9350,0,0,1,2,3,4,2,0,1,1,2,03,2,02,10,2,1,2,02,02,1,2160,23,0,0,0,0,0,0,199901
1,199906,199909,199910,6,1,149900,0,24900,2,01,7500,0,0,1,2,3,4,2,0,1,1,2,03,1,05,02,2,2,1,02,02,1,2106,24,0,0,0,0,0,0,199905
1,199901,199904,199904,6,1,135900,0,27000,2,01,15750,0,0,1,2,3,3,2,0,1,0,2,02,2,05,10,1,2,2,02,02,1,1404,47,0,0,0,0,0,0,199901
1,200002,0,0,6,1,0,0,0,0,00,3000,0,0,2,0,3,3,2,0,2,0,2,03,1,02,05,2,1,2,01,01,1,1960,66,0,0,0,0,0,0,199912
1,199812,199907,199810,6,1,126300,0,26000,2,01,15750,2,0,1,2,2,3,2,1,2,1,2,01,2,05,10,1,2,2,02,02,1,1480,38,0,0,0,0,0,0,199812
1,199905,199909,199907,6,1,170000,0,28500,2,01,8800,0,0,1,2,3,3,2,0,1,1,2,03,2,02,10,2,1,1,02,02,1,1895,98,0,0,0,0,0,0,199905
1,199810,199903,199905,6,1,297400,0,35000,2,01,0,2,0,1,2,3,3,2,0,2,1,2,01,2,02,10,1,2,1,01,02,1,2100,189,0,0,0,0,0,0,199810
1,199903,199909,199902,6,1,157600,0,30000,2,04,8000,0,0,1,2,3,3,2,0,1,1,2,03,1,02,04,2,1,1,01,01,1,1640,63,0,0,0,0,0,0,199903
1,199908,199911,200003,6,1,119000,0,20000,2,02,10890,0,0,1,2,3,3,1,1,1,0,1,03,2,02,10,2,2,1,02,02,1,1050,75,0,0,0,0,0,0,199907
1,199909,200001,0,6,1,0,0,0,0,00,10890,0,0,1,0,3,3,1,1,1,0,2,03,2,02,10,1,2,1,02,02,1,1172,74,0,0,0,0,0,0,199908
1,199905,199907,199910,6,1,173000,0,45000,1,01,10400,2,0,1,2,3,4,2,1,2,1,2,01,1,02,05,1,2,2,02,02,1,2160,24,0,0,0,0,0,0,199905
1,200003,0,199910,6,1,86700,0,0,2,00,0,0,0,1,2,3,3,2,0,1,0,2,02,2,02,10,1,2,1,02,02,1,1376,193,0,0,0,0,0,0,200002
1,199902,199906,199901,6,1,150000,0,15000,2,01,12500,0,0,1,2,3,3,2,0,1,1,2,03,1,02,05,2,2,1,01,01,1,1735,47,0,0,0,0,1,0,199901
1,199708,199905,199707,6,1,385000,0,0,2,01,21780,2,0,1,2,3,5,4,2,2,1,3,01,2,02,10,1,1,1,02,02,1,6227,91,0,0,1,0,0,1,199707
1,199809,199902,199810,6,1,209000,0,36900,2,01,9375,0,0,1,2,3,3,2,0,1,1,2,03,1,02,01,2,1,1,02,02,1,2307,94,0,0,0,0,0,0,199809
1,199811,199907,199811,6,1,108800,0,18000,2,03,8712,0,0,1,2,3,3,2,1,2,0,2,02,2,05,10,1,2,1,01,02,1,1260,94,0,0,0,0,0,0,199811
1,199912,200002,0,6,1,0,0,0,0,00,8400,0,0,1,0,3,3,2,0,1,0,4,03,1,05,02,2,2,1,01,01,1,1081,63,0,0,0,0,0,0,199911
1,199912,0,0,6,1,0,0,0,0,00,2000,0,0,2,0,3,2,2,1,2,1,2,03,1,02,05,2,1,2,01,01,1,1400,95,1,0,0,0,0,0,199911
1,200001,0,0,6,1,0,0,0,0,00,0,0,0,2,0,3,3,2,1,2,0,0,03,0,00,00,0,0,0,00,00,1,1389,99,0,0,0,0,0,0,199912
1,199911,200001,0,6,1,0,0,0,0,00,5605,0,0,1,0,3,3,2,0,1,0,4,03,1,02,04,2,2,1,01,01,1,1404,24,0,0,0,0,0,0,199910
1,200004,0,199912,6,1,165000,0,35000,2,01,5500,0,0,2,1,3,3,3,0,2,1,2,03,2,02,10,2,2,1,02,02,1,1971,99,0,0,0,0,0,0,199912
1,199910,0,0,6,1,0,0,0,0,00,10625,0,0,1,0,3,4,3,0,2,1,2,03,2,02,10,2,1,1,02,02,1,3008,186,0,0,0,0,0,0,199908
1,199805,199810,199906,6,1,154900,0,29500,2,01,9800,0,0,1,2,3,3,2,0,1,1,2,03,2,02,10,2,1,1,02,02,1,2131,91,0,0,0,0,0,0,199804
1,199808,199902,199902,6,1,325000,0,60000,2,01,4000,0,0,1,2,3,3,2,1,2,1,2,03,1,04,01,1,1,1,02,02,1,3618,189,0,0,0,0,0,0,199807
1,200001,0,0,6,1,0,0,0,0,00,21780,1,0,1,0,3,3,2,1,2,0,2,01,1,01,02,1,2,1,02,02,1,3000,24,0,0,0,0,0,0,199911
1,199911,0,200001,6,1,99500,0,10000,1,05,3600,0,0,1,2,3,3,2,0,2,0,2,02,2,05,10,2,2,1,01,02,1,1512,31,0,0,0,0,1,0,199910
1,199912,0,0,6,1,0,0,0,0,00,0,2,0,1,0,3,3,1,1,1,1,2,01,2,02,10,1,1,1,02,02,1,0,76,0,0,0,0,0,0,199911
1,199808,199902,199808,6,1,174000,0,35000,1,01,10710,0,0,1,2,3,3,3,0,2,1,2,03,2,02,10,2,2,1,01,01,1,2979,24,0,0,0,0,0,0,199808
1,199608,199905,199908,6,1,90000,0,25000,2,01,2200,0,0,2,2,3,2,1,1,1,0,1,03,2,02,10,2,1,2,02,02,1,1350,91,0,0,0,0,0,0,199608
1,199902,199905,199906,6,1,142300,0,30000,2,01,32670,2,0,1,2,3,3,2,0,2,1,2,01,1,02,05,1,1,1,02,02,1,2376,93,0,0,0,0,0,0,199901
1,199912,0,199912,6,1,169900,0,32600,2,01,14375,0,0,1,2,1,4,2,0,1,1,2,03,1,02,05,2,1,1,01,01,1,2538,99,0,0,0,0,0,0,199912
1,199910,200001,200003,6,1,256000,0,35000,2,01,9000,0,0,1,2,3,3,2,1,1,0,2,03,1,02,04,1,2,1,01,01,1,2500,47,0,0,0,0,0,0,199910
1,199908,0,200003,6,1,209500,0,39500,2,01,10280,0,0,1,2,3,4,2,1,2,1,2,03,2,02,10,2,1,2,02,02,1,2700,186,0,0,0,0,0,0,199908
1,199910,0,0,6,1,0,0,0,0,00,10890,0,0,1,0,3,4,2,1,2,1,2,03,1,02,01,2,1,1,02,02,1,4439,188,0,0,0,0,0,0,199910
1,199902,199903,199812,6,1,55000,0,8000,1,04,5000,0,0,1,2,3,3,2,0,1,0,4,03,2,05,10,2,2,1,01,01,1,1100,93,0,0,0,0,0,0,199901
1,199905,199910,199904,6,1,133900,0,35000,2,02,8050,0,0,1,2,3,3,2,0,1,1,2,03,1,02,01,2,1,1,02,02,1,1765,88,0,0,0,0,0,0,199904
1,199902,199907,199902,6,1,119000,0,19900,2,04,9000,0,0,1,2,3,3,2,0,1,1,2,03,1,05,02,2,2,1,02,02,1,1728,46,0,0,0,0,0,0,199902
1,199810,199901,199808,6,1,108500,0,20500,2,02,6600,0,0,1,2,3,3,2,0,1,1,2,03,1,02,01,2,1,1,02,02,1,1419,94,0,0,0,0,0,0,199810
1,199903,199906,199902,6,1,123000,0,28000,2,01,0,2,0,1,2,3,3,2,0,2,1,2,01,2,02,10,1,2,1,01,02,1,0,183,0,0,0,0,0,0,199902
1,199808,199812,199901,6,1,0,0,0,0,01,8280,0,0,1,2,3,3,2,0,1,0,2,02,2,02,10,1,2,1,02,02,1,0,94,0,0,0,0,0,0,199807
1,0,0,0,6,1,0,0,0,0,00,4500,0,0,1,0,3,3,2,0,1,0,4,03,1,02,01,2,2,1,02,02,1,1188,186,0,0,0,0,0,0,199908
1,199802,199903,199903,6,1,385000,0,0,2,01,16701,0,0,1,2,3,5,4,1,2,2,3,03,2,02,10,2,1,2,02,02,1,5010,182,0,0,1,0,0,0,199801
1,199908,200001,200001,6,1,146000,0,0,0,01,12880,0,0,1,2,3,4,2,0,1,1,2,03,1,02,04,2,1,1,01,01,1,2580,38,0,0,0,0,0,0,199907
1,199903,199907,199809,6,1,160300,0,26300,2,01,6600,0,0,1,2,3,4,2,1,2,1,2,03,1,05,02,2,1,2,02,02,1,2975,92,0,0,0,0,0,0,199902
1,199810,199903,199903,6,1,153500,0,26000,2,01,7800,0,0,1,2,2,3,2,0,1,1,2,03,1,05,02,2,1,2,02,02,1,2079,189,0,0,0,0,0,0,199810
1,200001,0,0,6,1,0,0,0,0,00,0,0,0,1,0,3,4,2,1,2,1,2,03,1,02,05,2,1,1,02,01,1,2278,31,0,0,0,0,0,0,199910
1,199909,200003,199909,6,1,122500,0,20000,2,01,4725,0,0,1,2,3,4,2,1,2,1,2,03,1,05,02,2,1,2,02,02,1,2169,94,0,0,0,0,0,0,199909
1,199901,199906,199906,6,1,385000,0,0,1,01,0,2,0,1,2,3,4,3,1,2,2,3,01,1,02,05,1,2,1,01,02,1,4080,93,0,0,1,0,0,0,199901
1,199904,199908,199904,6,1,110600,0,18300,2,02,4500,0,0,1,2,3,3,2,0,1,1,2,03,1,02,01,2,1,1,02,02,1,1528,88,0,0,0,0,0,0,199904
1,199901,199904,199903,6,1,93000,0,12000,1,03,15000,0,0,1,2,3,3,2,0,1,0,4,03,1,02,05,2,1,1,02,02,1,1754,23,0,0,0,0,0,0,199901
1,199805,199811,199901,6,1,0,0,0,0,05,3600,0,0,1,2,3,3,1,0,1,0,4,02,2,05,10,1,2,1,02,02,1,1188,182,0,0,0,0,0,0,199805
1,199904,199909,0,6,1,0,0,0,0,00,21780,2,0,1,0,3,3,2,0,1,0,2,01,2,02,10,1,2,1,01,02,1,2592,176,0,0,0,0,0,0,199904
1,199902,199907,199902,6,1,102000,0,25000,1,01,8712,0,0,1,2,3,3,2,0,1,0,2,03,1,05,02,1,1,1,01,01,1,1552,92,0,0,0,0,0,0,199902
1,199904,199908,199903,6,1,93800,0,14000,2,02,8000,0,0,1,2,3,3,2,0,1,1,2,03,1,02,05,1,2,1,02,02,1,1522,88,0,0,0,0,0,0,199904
1,199908,200001,200002,6,1,185900,0,18600,2,01,11194,0,0,1,2,3,4,2,1,1,1,2,03,2,02,10,2,2,1,01,01,1,2546,46,0,0,0,0,1,0,199908
1,200002,0,199911,6,1,125500,0,30000,2,01,4950,0,0,1,2,3,3,2,1,2,1,2,03,1,02,05,2,1,2,02,02,1,1684,193,0,0,0,0,0,0,200002
1,199906,0,199905,6,1,147000,0,28000,2,01,8712,2,0,1,2,3,3,2,0,2,1,2,01,2,02,10,1,2,1,02,02,1,2052,195,0,0,0,0,0,0,199905
1,199810,199902,199810,6,1,73000,0,20000,2,03,8148,0,0,1,2,3,3,2,0,1,0,2,03,2,05,10,2,1,1,01,01,1,1200,24,0,0,0,0,0,0,199809
1,199910,0,0,6,1,0,0,0,0,00,7200,0,0,1,0,3,4,2,1,2,1,2,02,1,01,05,2,1,2,01,01,1,2484,95,0,0,0,0,0,0,199910
1,199810,199903,199904,6,1,0,0,0,0,01,0,2,0,1,2,3,3,2,0,2,0,2,01,1,02,05,2,2,1,02,02,1,0,94,0,0,0,0,0,0,199809
1,199907,199911,200002,6,1,187500,0,35000,1,01,6600,2,0,1,2,3,4,2,0,2,1,2,01,1,02,05,2,1,1,02,02,1,2020,178,0,0,0,0,0,0,199906
1,199805,199901,199908,6,1,154900,0,29500,2,02,10890,0,0,1,2,3,3,2,0,1,1,2,03,2,02,10,2,1,1,02,02,1,2131,46,0,0,0,0,0,0,199804
1,199906,199909,199905,6,1,155000,0,30000,2,01,18645,0,0,1,2,3,4,2,1,1,1,4,03,1,02,04,2,1,1,02,02,1,2150,49,0,0,0,0,0,0,199905
1,199902,199905,199901,6,1,190000,0,25000,1,01,27878,2,0,1,2,3,3,2,0,2,0,2,01,2,02,10,1,2,1,02,02,1,2300,31,0,0,0,0,0,0,199901
1,199812,199904,199811,6,1,91100,0,12500,1,01,9480,0,0,1,2,3,3,2,0,1,1,1,03,1,02,05,2,2,1,01,01,1,1240,47,0,0,0,0,0,0,199811
1,199910,200001,200003,6,1,305000,0,55000,2,01,21780,0,0,1,2,3,5,3,1,2,1,3,03,2,02,10,2,1,2,02,02,1,3780,95,0,0,0,0,0,0,199909
1,199904,199910,199903,6,1,350000,0,100000,2,01,9100,0,0,1,2,3,4,2,1,2,2,2,03,2,02,10,2,2,1,02,01,1,4200,63,0,0,0,0,0,0,199903
1,199809,199904,0,6,1,0,0,0,0,00,0,1,420,2,0,2,2,1,1,1,1,2,01,1,02,05,1,1,2,02,02,1,1742,94,0,0,0,0,0,0,199807
1,199807,199902,199907,6,1,240000,0,40000,2,01,12090,2,0,1,2,3,4,2,1,2,1,2,01,2,02,10,2,1,2,02,02,1,2265,75,0,0,0,0,0,0,199807
1,199903,199909,199903,6,1,103900,0,25500,2,02,7500,0,0,1,2,3,3,2,0,1,1,2,03,1,02,01,2,1,2,02,02,1,1469,190,0,0,0,0,0,0,199903
1,199904,199908,199904,6,1,132600,0,15000,2,01,65340,0,0,1,2,3,3,2,0,1,1,4,02,1,02,05,2,1,1,03,02,1,2160,35,0,0,0,0,0,0,199904
1,199906,199910,199911,6,1,135500,0,27000,2,01,21780,0,0,1,2,3,3,2,0,1,1,4,03,1,02,05,2,1,1,01,01,1,1884,49,0,0,0,0,0,0,199905
1,199907,199910,199909,6,1,189900,0,20000,2,01,8400,0,0,1,2,3,4,2,0,1,1,2,03,2,02,10,2,1,2,01,01,1,2160,47,0,0,0,0,0,0,199907
1,199811,199904,199904,6,1,126500,0,32000,1,03,5088,0,0,1,2,3,4,2,0,2,1,2,03,1,02,05,2,2,1,01,01,1,2467,47,0,0,0,0,0,0,199811
1,199903,199907,199907,6,1,99900,0,16800,2,01,16800,0,0,1,2,3,3,2,0,1,0,4,03,2,02,10,2,2,1,01,01,1,1891,46,0,0,0,0,0,0,199902
1,199906,199912,199905,6,1,155800,0,17000,2,04,13555,0,0,1,2,3,3,2,1,1,0,2,03,2,02,10,2,1,1,01,01,1,2135,44,0,0,0,0,0,0,199906
1,199803,199805,199901,6,1,0,0,0,0,00,67035,0,0,1,2,3,3,2,0,1,1,2,03,2,02,10,2,2,1,01,01,1,1554,73,0,0,0,0,0,0,199803
1,199905,199912,199904,6,1,94800,0,10000,1,01,10400,0,0,1,2,3,4,2,0,1,1,2,03,2,05,10,2,1,2,01,01,1,1944,88,0,0,0,0,0,0,199904
1,199506,0,199604,6,1,0,0,0,0,00,4500,0,0,2,2,3,3,2,0,2,0,4,03,1,05,02,2,2,1,01,02,1,1244,90,0,0,0,0,0,0,199506
1,199810,199904,199904,6,1,385000,0,0,1,01,21000,0,0,1,2,3,5,4,0,2,2,2,03,1,02,04,1,1,1,01,01,1,4100,24,0,0,1,0,0,0,199810
1,199908,199912,199907,6,1,73300,0,10000,1,01,5000,0,0,1,2,3,3,2,0,1,0,4,03,1,05,02,2,1,1,01,01,1,1057,93,0,0,0,0,0,0,199908
1,199901,199904,199904,6,1,101900,0,20000,2,04,4200,0,0,1,2,3,3,2,0,1,1,2,03,1,05,07,2,1,2,01,01,1,1385,189,0,0,0,0,0,0,199812
1,199906,199912,0,6,1,0,0,0,0,00,11700,0,0,1,0,3,4,2,1,1,1,2,03,2,02,10,2,1,2,02,02,1,2322,89,0,0,0,0,0,0,199906
1,199903,199908,199902,6,1,155000,0,25000,2,01,11200,2,0,1,2,3,3,2,1,2,1,2,01,1,05,02,2,2,1,02,02,1,1987,24,0,0,0,0,0,0,199903
1,199809,199909,199906,6,1,142700,0,15000,2,01,7787,0,0,1,2,3,3,2,0,1,1,2,03,2,02,10,2,1,1,01,01,1,2092,24,0,0,0,0,0,0,199809
1,199901,199904,199906,6,1,78000,0,10400,1,01,0,0,0,1,2,3,4,3,1,2,1,2,02,2,02,10,1,2,1,01,02,1,1120,189,0,0,0,0,0,0,199812
1,199808,199902,199808,6,1,366000,0,55000,2,01,13614,0,0,1,2,3,4,3,1,2,1,2,03,1,02,01,2,1,2,01,01,1,3400,75,0,0,0,0,0,0,199808
1,199809,199901,199811,6,1,0,0,0,0,01,0,2,0,1,2,3,3,2,0,2,0,2,01,2,02,10,1,2,1,01,02,1,0,182,0,0,0,0,0,0,199804
1,199810,199901,199901,6,1,0,0,0,0,01,0,0,0,1,2,3,3,2,0,2,0,1,03,2,02,10,2,1,2,01,02,1,0,189,0,0,0,0,0,0,199809
1,199908,200003,199907,6,1,385000,0,0,2,01,32670,2,0,1,2,3,4,2,1,2,1,2,01,2,02,10,1,2,2,02,02,1,4315,62,0,0,1,0,0,0,199908
1,199902,200001,0,6,1,0,0,0,0,00,11000,0,0,1,0,3,4,2,1,2,1,3,03,1,02,05,2,1,1,02,02,1,2700,94,0,0,0,0,0,0,199812
1,199909,0,199907,6,1,213000,0,36000,1,01,13563,0,0,1,2,3,3,2,0,1,1,2,03,1,02,04,2,1,1,01,01,1,2350,31,0,0,0,0,0,0,199908
1,199905,199910,199904,6,1,102000,0,25000,1,02,8712,0,0,1,2,3,3,2,1,2,0,2,02,2,05,10,1,2,1,01,01,1,1599,195,0,0,0,0,0,0,199905
1,199910,200002,200002,6,1,172800,0,30900,2,01,13500,0,0,1,2,3,4,2,1,1,1,2,03,1,02,05,2,2,1,01,01,1,2376,94,0,0,0,0,0,0,199910
1,199910,200001,0,6,1,0,0,0,0,00,15000,0,0,1,0,3,4,2,0,1,1,2,03,2,02,10,2,2,1,01,01,1,2268,94,0,0,0,0,0,0,199910
1,199901,199905,199901,6,1,165000,0,25000,2,01,9800,2,0,1,2,3,3,2,1,2,1,2,01,1,02,05,2,2,2,02,02,1,2085,23,0,0,0,0,0,0,199901
1,199911,0,199910,6,1,45000,0,0,1,05,3956,0,0,1,2,3,3,1,0,1,0,4,03,2,01,10,2,2,1,01,01,1,1505,47,0,0,1,0,0,0,199811
1,199908,199912,199909,6,1,128200,0,17000,1,01,10000,0,0,1,2,3,4,2,0,1,0,2,03,2,05,10,2,1,1,01,01,1,2196,30,0,0,0,0,0,0,199906
1,199910,200004,0,6,1,0,0,0,0,00,8375,0,0,1,0,3,3,2,0,1,1,2,03,1,02,05,2,1,2,01,01,1,2484,47,0,0,0,0,0,0,199909
1,199912,0,0,6,1,0,0,0,0,00,37897,2,0,1,0,3,3,2,0,1,1,2,01,2,02,10,1,1,1,02,02,1,1742,47,0,0,0,0,0,0,199910
1,199902,199905,199812,6,1,185900,0,29500,2,01,0,0,0,1,2,3,2,1,0,2,0,2,02,1,02,05,1,2,1,02,02,1,1668,31,0,0,0,0,0,0,199901
1,199712,199808,199904,6,1,259000,0,43900,2,01,20000,0,0,1,2,3,5,3,1,2,1,2,03,1,02,05,2,1,1,02,02,1,3790,46,0,0,0,0,0,0,199711
1,199909,200002,200002,6,1,105000,0,10500,1,01,7546,0,0,1,2,3,3,2,0,1,1,2,03,1,02,05,2,2,1,01,01,1,1512,47,0,0,0,0,0,0,199909
1,199905,199909,200002,6,1,109900,0,20000,2,02,0,0,0,1,2,3,3,2,0,1,0,4,02,2,02,10,2,2,1,02,02,1,1080,59,0,0,0,0,0,0,199904
1,199909,200002,199909,6,1,75000,0,19500,2,01,47916,0,0,1,2,3,3,2,0,1,0,4,02,2,05,10,2,2,2,01,01,1,1400,63,0,0,0,0,0,0,199909
1,199812,199903,199904,6,1,122900,0,22000,2,01,0,0,0,1,2,3,3,2,0,1,1,2,03,1,05,02,2,2,1,01,01,1,1674,31,0,0,0,0,0,0,199812
1,199902,199904,0,6,1,0,0,0,0,00,15000,0,0,1,0,3,3,2,0,1,0,4,03,2,02,10,2,1,1,02,02,1,1754,23,0,0,0,0,0,0,199902
1,199902,199906,0,6,1,0,0,0,0,00,16250,0,0,1,0,3,4,2,0,1,1,2,03,1,02,05,2,1,1,02,02,1,2538,46,0,0,0,0,0,0,199902
1,199810,199902,199807,6,1,86500,0,0,1,01,7949,0,0,1,2,3,3,2,0,2,1,1,03,2,05,10,2,2,2,01,01,1,1350,47,0,0,0,0,0,0,199808
1,199901,199904,199909,6,1,113500,0,25000,2,02,4500,0,0,1,2,3,3,2,1,2,1,1,03,1,02,01,2,1,1,02,02,1,1659,74,0,0,0,0,0,0,199901
1,199907,200001,199907,6,1,111800,0,24000,2,01,4400,0,0,1,2,2,3,2,1,2,1,2,03,1,05,02,2,1,1,02,02,1,1700,186,0,0,0,0,0,0,199907
1,199608,199905,199908,6,1,95000,0,25000,2,01,2200,0,0,2,2,3,2,1,1,1,0,1,03,2,02,10,2,1,2,02,02,1,1350,91,0,0,0,0,0,0,199608
1,199810,199812,199904,6,1,93000,0,0,2,02,15000,0,0,1,2,3,3,2,0,1,0,4,03,2,02,10,2,1,1,02,02,1,1837,24,0,0,0,0,0,0,199810
1,200001,0,0,6,1,0,0,0,0,00,21090,0,0,1,0,3,4,3,0,1,0,2,03,2,02,10,2,1,1,01,01,1,2319,99,0,0,0,0,0,0,199912
1,200001,200004,199912,6,1,101500,0,14500,2,03,4018,0,0,1,2,3,3,2,0,1,1,2,03,1,02,05,2,1,2,02,02,1,1545,40,0,0,0,0,0,0,199912
1,199811,199902,199810,6,1,45000,0,0,1,01,21780,0,0,1,2,3,4,2,0,1,0,4,04,2,08,10,2,2,1,01,01,1,1152,94,0,0,1,0,0,0,199811
1,199907,199911,200001,6,1,98000,0,10000,1,03,5000,0,0,1,2,3,2,2,0,1,0,4,03,1,02,05,2,1,1,01,01,1,1100,30,0,0,0,0,0,0,199906
1,199806,199903,199807,6,1,85000,0,10000,2,01,6098,0,0,1,2,2,3,2,0,1,1,1,03,1,02,05,2,1,1,01,01,1,1183,24,0,0,0,0,0,0,199806
1,199904,199908,0,6,1,0,0,0,0,00,32670,0,0,1,0,3,3,2,0,1,0,4,03,2,05,10,2,2,1,01,01,1,1296,44,0,0,0,0,0,0,199904
1,199810,199902,199812,6,1,159900,0,40000,2,01,10800,0,0,1,2,3,3,2,1,2,1,2,03,1,02,01,2,1,2,02,02,1,2916,91,0,0,0,0,0,0,199802
1,199909,199912,199908,6,1,118500,0,25000,1,01,16000,0,0,1,2,3,4,2,0,2,1,2,03,1,02,05,2,1,2,02,02,1,1602,93,0,0,0,0,0,0,199908
1,199905,200002,200003,6,1,98000,0,9800,2,01,6969,0,0,1,2,3,3,2,0,1,0,4,03,2,02,10,1,1,1,01,01,1,1603,46,0,0,0,0,1,0,199902
1,199810,200001,199810,6,1,385000,0,0,2,04,11360,0,0,1,2,3,3,3,1,2,2,4,04,1,04,05,2,2,1,01,01,1,4266,47,0,0,1,0,0,0,199810
1,199906,199911,199907,6,1,128000,0,26000,2,01,9750,2,0,1,2,2,3,2,2,2,1,1,01,2,05,10,2,1,2,02,02,1,1460,30,0,0,0,0,0,0,199906
1,199811,199909,199808,6,1,150000,0,25000,1,01,11700,0,0,1,2,3,3,2,0,1,1,2,03,1,02,04,2,1,1,01,01,1,2160,24,0,0,0,0,0,0,199810
1,199909,0,199908,6,1,350000,0,35000,2,01,9000,0,0,1,2,3,4,3,1,2,1,2,03,2,02,10,2,1,1,01,01,1,3600,93,0,0,0,0,0,0,199908
1,199903,199908,199907,6,1,215000,0,45000,2,01,21780,0,0,1,2,3,4,3,0,2,1,2,03,1,02,04,1,1,1,01,01,1,2476,47,0,0,0,0,0,0,199903
1,199806,199903,199903,6,1,232000,0,35000,2,01,21000,0,0,1,2,3,3,2,1,1,1,2,03,2,02,10,1,2,2,01,01,1,2592,46,0,0,0,0,0,0,199806
1,199906,199910,199905,6,1,64900,0,7000,1,01,3500,0,0,1,2,3,3,2,0,1,0,4,03,2,05,10,2,2,2,01,01,1,1100,89,0,0,0,0,0,0,199906
1,199902,199904,199811,6,1,124100,0,20000,2,01,10000,0,0,1,2,3,4,2,1,2,1,2,03,1,02,05,2,1,1,02,01,1,2350,47,0,0,0,0,0,0,199901
1,199812,199904,0,6,1,0,0,0,0,00,10890,2,0,1,0,3,3,2,0,2,0,2,01,2,02,10,1,2,1,01,02,1,1944,38,0,0,0,0,0,0,199811
1,199803,199811,199909,6,1,279000,0,55000,2,01,4900,0,0,1,2,3,4,3,0,2,1,2,03,2,02,10,2,1,1,02,02,1,3172,91,0,0,0,0,0,0,199803
1,199907,199912,199906,6,1,144300,0,25000,2,01,6000,0,0,1,2,3,4,2,1,2,1,2,03,1,05,02,2,1,2,02,02,1,2514,94,0,0,0,0,0,0,199907
1,199911,0,200004,6,1,125900,0,23000,2,02,6000,0,0,1,2,3,3,2,0,1,1,2,03,2,02,10,2,1,1,02,02,1,1587,95,0,0,0,0,0,0,199911
1,199812,199904,199811,6,1,68000,0,15000,2,01,25000,0,0,1,2,3,3,2,0,1,1,1,03,1,02,05,2,1,2,02,02,1,1384,74,0,0,0,0,0,0,199812
1,199809,199906,199906,6,1,272000,0,27200,2,01,21275,0,0,1,2,3,4,2,1,2,1,2,03,2,02,10,2,1,2,01,01,1,3698,24,0,0,0,0,1,0,199809
1,199909,199912,199912,6,1,73300,0,8000,1,02,6000,0,0,1,2,3,3,2,0,1,1,4,03,2,05,10,2,1,1,01,01,1,1057,95,0,0,0,0,0,0,199909
1,199905,0,199902,6,1,160000,0,22500,2,01,21780,0,0,1,2,3,4,2,1,1,1,2,03,2,02,10,2,2,1,01,01,1,2745,44,0,0,0,0,0,0,199904
1,199912,0,199911,6,1,254000,0,49000,2,01,15000,0,0,1,2,3,4,3,1,2,2,2,03,2,02,10,1,2,2,02,02,1,3519,99,0,0,0,0,0,0,199912
1,199807,199903,199901,6,1,105000,0,39000,2,01,14374,2,0,1,2,3,4,2,1,2,1,2,01,1,05,02,1,1,2,02,02,1,3068,91,0,0,0,0,0,0,199805
1,199910,200003,199907,6,1,150500,0,33200,2,01,10956,0,0,1,2,2,4,2,0,2,1,2,03,2,01,10,2,1,1,02,02,1,2243,190,0,0,0,0,0,0,199909
1,199912,200003,0,6,1,0,0,0,0,00,13650,0,0,1,0,3,4,2,1,1,0,2,03,1,02,05,2,2,1,01,01,1,2551,32,0,0,0,0,0,0,199911
1,199812,200003,199911,6,1,139900,0,30000,1,01,14375,0,0,1,2,3,3,2,0,1,1,2,03,1,05,02,2,1,1,01,01,1,1500,94,0,0,0,0,0,0,199811
1,199911,0,200002,6,1,145000,0,32000,2,01,12960,0,0,1,2,3,4,2,1,2,1,2,03,1,02,01,2,1,1,02,02,1,2210,95,0,0,0,0,0,0,199911
1,199810,199901,199810,6,1,80000,0,15000,2,01,32120,0,0,1,2,3,3,2,0,1,0,4,03,2,02,10,2,1,1,01,01,1,1640,94,0,0,0,0,0,0,199810
1,199907,199912,199907,6,1,94000,0,10000,1,03,5000,0,0,1,2,3,3,1,0,1,1,1,03,1,02,05,2,2,1,01,01,1,1350,30,0,0,0,0,0,0,199906
1,199811,199903,199908,6,1,130000,0,25000,2,01,5000,0,0,1,2,3,3,2,0,1,0,4,04,2,05,10,2,2,1,01,01,1,1200,47,0,0,0,0,0,0,199811
1,199909,0,199909,6,1,125100,0,0,2,01,5200,2,0,1,2,3,3,2,1,2,1,2,01,2,05,10,1,2,2,02,02,1,2188,190,0,0,0,0,0,0,199909
1,199809,199902,199901,6,1,158900,0,31000,2,01,8400,0,0,1,2,3,3,2,1,2,1,2,03,1,02,01,2,1,2,02,02,1,2641,182,0,0,0,0,0,0,199806
1,199810,199905,199807,6,1,144900,0,20000,2,01,9350,0,0,1,2,3,4,2,0,1,1,2,03,2,02,10,2,1,1,01,01,1,2268,94,0,0,0,0,0,0,199809
